year,scientific_name,functional_group,Landed value (tonnes)
2013,Sardina pilchardus,Small pelagics (<30 cm),297927.5119
2013,Sardina pilchardus,Small pelagics (<30 cm),5896.158554
2013,Sardina pilchardus,Small pelagics (<30 cm),33555.36069
2013,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),1015.3707
2013,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),391.1568076
2013,Zeus faber,Medium benthopelagics (30 - 89 cm),1170.454897
2013,Diplodus sargus sargus,Medium demersals (30 - 89 cm),756.4662491
2013,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),39.45388153
2013,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),87.01946602
2013,Umbrina canariensis,Medium demersals (30 - 89 cm),440.6975928
2013,Scomber colias,Medium pelagics (30 - 89 cm),69860.26121
2013,Parapenaeus longirostris,Shrimps,77.34765079
2013,Homarus gammarus,"Lobsters, crabs",15.07763025
2013,Nephrops norvegicus,"Lobsters, crabs",0.430789436
2013,Maja squinado,"Lobsters, crabs",1.723157743
2013,Chamelea gallina,Other demersal invertebrates,43.04783112
2013,Callista chione,Other demersal invertebrates,26.58836628
2013,Acanthocardia tuberculata,Other demersal invertebrates,17.72557752
2014,Miscellaneous marine crustaceans,Shrimps,267.2145909
2014,Miscellaneous aquatic invertebrates,Other demersal invertebrates,36.31819045
2014,Elasmobranchii,Large sharks (>=90 cm),70.40923109
2014,Elasmobranchii,Large sharks (>=90 cm),145.2727618
2014,Chondrichthyes,Large sharks (>=90 cm),1038.20254
2014,Cephalopoda,Cephalopods,364.105195
2014,Bivalvia,Other demersal invertebrates,145.2727618
2014,Scombroidea,Large pelagics (>=90 cm),544.7728567
2014,Pleuronectiformes,Small to medium flatfishes (<90 cm),1720.573006
2014,Pleuronectiformes,Small to medium flatfishes (<90 cm),302.0849387
2014,Teuthida,Cephalopods,4537.505127
2014,Teuthida,Cephalopods,689.4581639
2014,Sepiida,Cephalopods,288.4914987
2014,Octopoda,Cephalopods,19566.45617
2014,Octopoda,Cephalopods,1653.53102
2014,Dendrobranchiata,Shrimps,4019.265435
2014,Gadidae,Medium demersals (30 - 89 cm),153.8222191
2014,Haemulidae,Medium demersals (30 - 89 cm),153.8222191
2014,Sparidae,Medium benthopelagics (30 - 89 cm),301.3545805
2014,Sciaenidae,Medium demersals (30 - 89 cm),907.6733411
2014,Sciaenidae,Medium demersals (30 - 89 cm),153.8222191
2014,Trichiuridae,Large benthopelagics (>=90 cm),153.8222191
2014,Scombridae,Medium pelagics (30 - 89 cm),781.0504998
2014,Bothidae,Small to medium flatfishes (<90 cm),32.30920768
2014,Soleidae,Small to medium flatfishes (<90 cm),36.31819045
2014,Peristediidae,Medium bathydemersals (30 - 89 cm),1316.492516
2014,Sepiidae,Cephalopods,8177.245069
2014,Palinuridae,"Lobsters, crabs",84.86551884
2014,Palinuridae,"Lobsters, crabs",544.7728567
2014,Scyllaridae,"Lobsters, crabs",22.40105066
2014,Cardiidae,Other demersal invertebrates,35.59911936
2014,Lophius,Medium bathydemersals (30 - 89 cm),238.6573474
2014,Trachinus,Medium demersals (30 - 89 cm),644.8917853
2014,Scorpaena,Large reef assoc. fish (>=90 cm),340.7544437
2014,Alosa,Medium pelagics (30 - 89 cm),1
2014,Epinephelus,Medium reef assoc. fish (30 - 89 cm),16.36999856
2014,Epinephelus,Medium reef assoc. fish (30 - 89 cm),290.5455236
2014,Gymnothorax,Large reef assoc. fish (>=90 cm),71.94183577
2014,Caranx,Medium reef assoc. fish (30 - 89 cm),833.8308372
2014,Caranx,Medium reef assoc. fish (30 - 89 cm),777.2218208
2014,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),797.3912455
2014,Scomberomorus,Large pelagics (>=90 cm),2501.492512
2014,Scomberomorus,Large pelagics (>=90 cm),2668.589208
2014,Merluccius,Medium bathydemersals (30 - 89 cm),153.8222191
2014,Trachurus,Medium pelagics (30 - 89 cm),12355.47181
2014,Pagrus,Medium benthopelagics (30 - 89 cm),774.9901949
2014,Pagellus,Medium benthopelagics (30 - 89 cm),76.68051956
2014,Pagellus,Medium benthopelagics (30 - 89 cm),36.31819045
2014,Auxis,Medium pelagics (30 - 89 cm),9.04657815
2014,Dicentrarchus,Large demersals (>=90 cm),41.78657527
2014,Liza,Medium pelagics (30 - 89 cm),744.8349344
2014,Phycis,Medium benthopelagics (30 - 89 cm),275.7052389
2014,Loligo,Cephalopods,36.31819045
2014,Sepia,Cephalopods,181.5909523
2014,Donax,Other demersal invertebrates,2.45511168
2014,Argentina sphyraena,Medium pelagics (30 - 89 cm),57.72578439
2014,Merluccius merluccius,Large demersals (>=90 cm),2813.916594
2014,Anguilla anguilla,Large demersals (>=90 cm),0.430789436
2014,Dicentrarchus labrax,Large demersals (>=90 cm),36.31819045
2014,Engraulis encrasicolus,Small pelagics (<30 cm),7545.707756
2014,Engraulis encrasicolus,Small pelagics (<30 cm),1669.304009
2014,Orcynopsis unicolor,Large pelagics (>=90 cm),373.4944408
2014,Sarda sarda,Medium pelagics (30 - 89 cm),1533.179602
2014,Boops boops,Medium demersals (30 - 89 cm),2694.58792
2014,Sarpa salpa,Medium benthopelagics (30 - 89 cm),63.32604705
2014,Conger conger,Large demersals (>=90 cm),746.9888816
2014,Conger conger,Large demersals (>=90 cm),363.1819045
2014,Pomatomus saltatrix,Large pelagics (>=90 cm),198.1631404
2014,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1833.009049
2014,Argyrosomus regius,Large benthopelagics (>=90 cm),36.31819045
2014,Pagellus bellottii,Medium demersals (30 - 89 cm),19.38552461
2014,Solea solea,Small to medium flatfishes (<90 cm),1214.395419
2014,Hexanchus griseus,Large sharks (>=90 cm),10.33894646
2014,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),49.97157454
2014,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2014,Isurus oxyrinchus,Large sharks (>=90 cm),277.859186
2014,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),428.6354886
2014,Pagellus acarne,Medium benthopelagics (30 - 89 cm),43.50973301
2014,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),767.235985
2014,Sphyrna zygaena,Large sharks (>=90 cm),30.58604994
2014,Sardinella aurita,Small pelagics (<30 cm),35.75552317
2014,Sardinella maderensis,Medium pelagics (30 - 89 cm),21915.12017
2014,Sparus aurata,Medium demersals (30 - 89 cm),66.77236254
2014,Trichiurus lepturus,Large benthopelagics (>=90 cm),2553.288986
2014,Mullus surmuletus,Medium demersals (30 - 89 cm),508.4546663
2014,Sardina pilchardus,Small pelagics (<30 cm),360460.0448
2014,Sardina pilchardus,Small pelagics (<30 cm),6428.835755
2014,Sardina pilchardus,Small pelagics (<30 cm),36586.85576
2014,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),1242.827522
2014,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),420.4504893
2014,Zeus faber,Medium benthopelagics (30 - 89 cm),767.6667745
2014,Diplodus sargus sargus,Medium demersals (30 - 89 cm),871.4870285
2014,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),36.31819045
2014,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),127.9444624
2014,Umbrina canariensis,Medium demersals (30 - 89 cm),397.6186492
2014,Scomber colias,Medium pelagics (30 - 89 cm),79378.98459
2014,Parapenaeus longirostris,Shrimps,84.3354768
2014,Homarus gammarus,"Lobsters, crabs",12.92368307
2014,Nephrops norvegicus,"Lobsters, crabs",0.861578872
2014,Maja squinado,"Lobsters, crabs",0.107697359
2014,Chamelea gallina,Other demersal invertebrates,41.73689856
2014,Callista chione,Other demersal invertebrates,25.77867264
2014,Acanthocardia tuberculata,Other demersal invertebrates,17.18578176
2015,Miscellaneous marine crustaceans,Shrimps,286.4415206
2015,Miscellaneous aquatic invertebrates,Other demersal invertebrates,35.43477266
2015,Elasmobranchii,Large sharks (>=90 cm),75.47539656
2015,Elasmobranchii,Large sharks (>=90 cm),141.7390906
2015,Chondrichthyes,Large sharks (>=90 cm),1102.390166
2015,Cephalopoda,Cephalopods,390.3037082
2015,Bivalvia,Other demersal invertebrates,141.7390906
2015,Scombroidea,Large pelagics (>=90 cm),531.5215898
2015,Pleuronectiformes,Small to medium flatfishes (<90 cm),1640.87696
2015,Pleuronectiformes,Small to medium flatfishes (<90 cm),323.8208995
2015,Teuthida,Cephalopods,3458.80838
2015,Teuthida,Cephalopods,739.0668457
2015,Sepiida,Cephalopods,309.2493688
2015,Octopoda,Cephalopods,26589.61634
2015,Octopoda,Cephalopods,1772.507774
2015,Dendrobranchiata,Shrimps,3164.148405
2015,Gadidae,Medium demersals (30 - 89 cm),164.8902112
2015,Haemulidae,Medium demersals (30 - 89 cm),164.8902112
2015,Sparidae,Medium benthopelagics (30 - 89 cm),323.0379896
2015,Sciaenidae,Medium demersals (30 - 89 cm),841.7625574
2015,Sciaenidae,Medium demersals (30 - 89 cm),164.8902112
2015,Trichiuridae,Large benthopelagics (>=90 cm),164.8902112
2015,Scombridae,Medium pelagics (30 - 89 cm),837.2495381
2015,Bothidae,Small to medium flatfishes (<90 cm),43.07894357
2015,Soleidae,Small to medium flatfishes (<90 cm),35.43477266
2015,Peristediidae,Medium bathydemersals (30 - 89 cm),2557.596881
2015,Sepiidae,Cephalopods,12288.26865
2015,Palinuridae,"Lobsters, crabs",47.81762736
2015,Palinuridae,"Lobsters, crabs",531.5215898
2015,Scyllaridae,"Lobsters, crabs",26.27815558
2015,Cardiidae,Other demersal invertebrates,34.73319253
2015,Lophius,Medium bathydemersals (30 - 89 cm),275.7052389
2015,Trachinus,Medium demersals (30 - 89 cm),417.4349632
2015,Alosa,Medium pelagics (30 - 89 cm),1
2015,Epinephelus,Medium reef assoc. fish (30 - 89 cm),12.92368307
2015,Epinephelus,Medium reef assoc. fish (30 - 89 cm),283.4781813
2015,Gymnothorax,Large reef assoc. fish (>=90 cm),42.2173647
2015,Caranx,Medium reef assoc. fish (30 - 89 cm),893.8275866
2015,Caranx,Medium reef assoc. fish (30 - 89 cm),833.1453736
2015,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),767.6667746
2015,Scomberomorus,Large pelagics (>=90 cm),2681.48276
2015,Scomberomorus,Large pelagics (>=90 cm),2860.602589
2015,Merluccius,Medium bathydemersals (30 - 89 cm),164.8902112
2015,Trachurus,Medium pelagics (30 - 89 cm),17105.35613
2015,Pagrus,Medium benthopelagics (30 - 89 cm),506.177587
2015,Pagellus,Medium benthopelagics (30 - 89 cm),64.61841537
2015,Pagellus,Medium benthopelagics (30 - 89 cm),35.43477266
2015,Auxis,Medium pelagics (30 - 89 cm),38.77104921
2015,Dicentrarchus,Large demersals (>=90 cm),25.41657671
2015,Liza,Medium pelagics (30 - 89 cm),622.0599452
2015,Phycis,Medium benthopelagics (30 - 89 cm),235.6418214
2015,Loligo,Cephalopods,35.43477266
2015,Sepia,Cephalopods,177.1738633
2015,Donax,Other demersal invertebrates,2.395392588
2015,Argentina sphyraena,Medium pelagics (30 - 89 cm),46.09446962
2015,Merluccius merluccius,Large demersals (>=90 cm),4352.696458
2015,Dicentrarchus labrax,Large demersals (>=90 cm),35.43477266
2015,Engraulis encrasicolus,Small pelagics (<30 cm),10601.29722
2015,Engraulis encrasicolus,Small pelagics (<30 cm),1789.415679
2015,Orcynopsis unicolor,Large pelagics (>=90 cm),479.468642
2015,Sarda sarda,Medium pelagics (30 - 89 cm),1624.506962
2015,Boops boops,Medium demersals (30 - 89 cm),3024.572628
2015,Sarpa salpa,Medium benthopelagics (30 - 89 cm),42.64815414
2015,Conger conger,Large demersals (>=90 cm),586.3044221
2015,Conger conger,Large demersals (>=90 cm),354.3477266
2015,Pomatomus saltatrix,Large pelagics (>=90 cm),205.0557714
2015,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1740.38932
2015,Argyrosomus regius,Large benthopelagics (>=90 cm),35.43477266
2015,Pagellus bellottii,Medium demersals (30 - 89 cm),25.41657671
2015,Solea solea,Small to medium flatfishes (<90 cm),1634.845908
2015,Hexanchus griseus,Large sharks (>=90 cm),18.95473518
2015,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),27.13973445
2015,Carcharodon carcharias,Large sharks (>=90 cm),0.430789436
2015,Isurus oxyrinchus,Large sharks (>=90 cm),407.9575956
2015,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),392.8799654
2015,Pagellus acarne,Medium benthopelagics (30 - 89 cm),14.64684082
2015,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),596.212579
2015,Sphyrna zygaena,Large sharks (>=90 cm),52.55631116
2015,Sardinella aurita,Small pelagics (<30 cm),23.26262953
2015,Sardinella maderensis,Medium pelagics (30 - 89 cm),15211.60576
2015,Sparus aurata,Medium demersals (30 - 89 cm),42.64815414
2015,Trichiurus lepturus,Large benthopelagics (>=90 cm),2626.95398
2015,Mullus surmuletus,Medium demersals (30 - 89 cm),496.0868172
2015,Sardina pilchardus,Small pelagics (<30 cm),358847.1692
2015,Sardina pilchardus,Small pelagics (<30 cm),6891.410693
2015,Sardina pilchardus,Small pelagics (<30 cm),39219.39502
2015,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),1401.358034
2015,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),486.361273
2015,Zeus faber,Medium benthopelagics (30 - 89 cm),723.2954624
2015,Diplodus sargus sargus,Medium demersals (30 - 89 cm),620.7675767
2015,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),35.43477266
2015,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),81.41920335
2015,Umbrina canariensis,Medium demersals (30 - 89 cm),348.939443
2015,Parapenaeus longirostris,Shrimps,90.40367942
2015,Homarus gammarus,"Lobsters, crabs",17.23157743
2015,Nephrops norvegicus,"Lobsters, crabs",0.430789436
2015,Maja squinado,"Lobsters, crabs",6.892630976
2015,Chamelea gallina,Other demersal invertebrates,40.721674
2015,Callista chione,Other demersal invertebrates,25.15162218
2015,Acanthocardia tuberculata,Other demersal invertebrates,16.76774812
2016,Miscellaneous marine crustaceans,Shrimps,306.3969005
2016,Miscellaneous aquatic invertebrates,Other demersal invertebrates,34.00508013
2016,Elasmobranchii,Large sharks (>=90 cm),80.73350372
2016,Elasmobranchii,Large sharks (>=90 cm),136.0203205
2016,Chondrichthyes,Large sharks (>=90 cm),820.6538749
2016,Cephalopoda,Cephalopods,417.4948037
2016,Bivalvia,Other demersal invertebrates,136.0203205
2016,Scombroidea,Large pelagics (>=90 cm),510.0762019
2016,Pleuronectiformes,Small to medium flatfishes (<90 cm),1627.091698
2016,Pleuronectiformes,Small to medium flatfishes (<90 cm),346.3803701
2016,Teuthida,Cephalopods,7282.064622
2016,Teuthida,Cephalopods,790.5550505
2016,Sepiida,Cephalopods,330.7936917
2016,Octopoda,Cephalopods,22623.7688
2016,Octopoda,Cephalopods,1895.992197
2016,Dendrobranchiata,Shrimps,3182.672351
2016,Gadidae,Medium demersals (30 - 89 cm),176.3775361
2016,Haemulidae,Medium demersals (30 - 89 cm),176.3775361
2016,Sparidae,Medium benthopelagics (30 - 89 cm),345.5429176
2016,Sciaenidae,Medium demersals (30 - 89 cm),712.0949372
2016,Sciaenidae,Medium demersals (30 - 89 cm),176.3775361
2016,Trichiuridae,Large benthopelagics (>=90 cm),176.3775361
2016,Scombridae,Medium pelagics (30 - 89 cm),895.577788
2016,Bothidae,Small to medium flatfishes (<90 cm),47.38683793
2016,Soleidae,Small to medium flatfishes (<90 cm),34.00508013
2016,Peristediidae,Medium bathydemersals (30 - 89 cm),1967.846143
2016,Sepiidae,Cephalopods,12433.44469
2016,Palinuridae,"Lobsters, crabs",101.2355174
2016,Palinuridae,"Lobsters, crabs",510.0762019
2016,Scyllaridae,"Lobsters, crabs",34.46315486
2016,Cardiidae,Other demersal invertebrates,33.33180677
2016,Lophius,Medium bathydemersals (30 - 89 cm),242.9652418
2016,Trachinus,Medium demersals (30 - 89 cm),486.7920624
2016,Alosa,Medium pelagics (30 - 89 cm),1
2016,Epinephelus,Medium reef assoc. fish (30 - 89 cm),15.93920912
2016,Epinephelus,Medium reef assoc. fish (30 - 89 cm),272.040641
2016,Gymnothorax,Large reef assoc. fish (>=90 cm),33.60157599
2016,Caranx,Medium reef assoc. fish (30 - 89 cm),956.0974315
2016,Caranx,Medium reef assoc. fish (30 - 89 cm),891.1877007
2016,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),1175.193581
2016,Scomberomorus,Large pelagics (>=90 cm),2868.292295
2016,Scomberomorus,Large pelagics (>=90 cm),3059.890776
2016,Merluccius,Medium bathydemersals (30 - 89 cm),176.3775361
2016,Trachurus,Medium pelagics (30 - 89 cm),16793.03379
2016,Pagrus,Medium benthopelagics (30 - 89 cm),396.3262809
2016,Pagellus,Medium benthopelagics (30 - 89 cm),51.26394286
2016,Pagellus,Medium benthopelagics (30 - 89 cm),34.00508013
2016,Auxis,Medium pelagics (30 - 89 cm),53.84867946
2016,Dicentrarchus,Large demersals (>=90 cm),29.29368163
2016,Liza,Medium pelagics (30 - 89 cm),903.7962362
2016,Phycis,Medium benthopelagics (30 - 89 cm),244.6883995
2016,Loligo,Cephalopods,34.00508013
2016,Sepia,Cephalopods,170.0254007
2016,Donax,Other demersal invertebrates,2.298745295
2016,Argentina sphyraena,Medium pelagics (30 - 89 cm),34.8939443
2016,Merluccius merluccius,Large demersals (>=90 cm),3024.141839
2016,Dicentrarchus labrax,Large demersals (>=90 cm),34.00508013
2016,Engraulis encrasicolus,Small pelagics (<30 cm),11234.55769
2016,Engraulis encrasicolus,Small pelagics (<30 cm),1914.078017
2016,Orcynopsis unicolor,Large pelagics (>=90 cm),286.4749748
2016,Sarda sarda,Medium pelagics (30 - 89 cm),1092.912799
2016,Boops boops,Medium demersals (30 - 89 cm),2441.714521
2016,Sarpa salpa,Medium benthopelagics (30 - 89 cm),23.26262953
2016,Conger conger,Large demersals (>=90 cm),503.5928504
2016,Conger conger,Large demersals (>=90 cm),340.0508013
2016,Pomatomus saltatrix,Large pelagics (>=90 cm),241.242084
2016,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1772.698528
2016,Argyrosomus regius,Large benthopelagics (>=90 cm),34.00508013
2016,Pagellus bellottii,Medium demersals (30 - 89 cm),25.41657671
2016,Solea solea,Small to medium flatfishes (<90 cm),1522.840655
2016,Hexanchus griseus,Large sharks (>=90 cm),13.78526195
2016,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),27.57052388
2016,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2016,Isurus oxyrinchus,Large sharks (>=90 cm),452.3289074
2016,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),329.1231289
2016,Pagellus acarne,Medium benthopelagics (30 - 89 cm),16.80078799
2016,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),422.6044364
2016,Sphyrna zygaena,Large sharks (>=90 cm),54.27946891
2016,Sardinella aurita,Small pelagics (<30 cm),12.49289364
2016,Sardinella maderensis,Medium pelagics (30 - 89 cm),3683.680464
2016,Sparus aurata,Medium demersals (30 - 89 cm),86.58867658
2016,Trichiurus lepturus,Large benthopelagics (>=90 cm),2695.880289
2016,Mullus surmuletus,Medium demersals (30 - 89 cm),476.0711218
2016,Sardina pilchardus,Small pelagics (<30 cm),391977.0307
2016,Sardina pilchardus,Small pelagics (<30 cm),7371.511197
2016,Sardina pilchardus,Small pelagics (<30 cm),41951.67324
2016,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),2103.975604
2016,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),429.4970675
2016,Zeus faber,Medium benthopelagics (30 - 89 cm),600.9512627
2016,Diplodus sargus sargus,Medium demersals (30 - 89 cm),712.5257265
2016,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),34.00508013
2016,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),53.84867946
2016,Umbrina canariensis,Medium demersals (30 - 89 cm),473.0068005
2016,Parapenaeus longirostris,Shrimps,96.70178789
2016,Homarus gammarus,"Lobsters, crabs",23.69341896
2016,Nephrops norvegicus,"Lobsters, crabs",0.430789436
2016,Maja squinado,"Lobsters, crabs",21.5394718
2016,Chamelea gallina,Other demersal invertebrates,39.07867001
2016,Callista chione,Other demersal invertebrates,24.13682559
2016,Acanthocardia tuberculata,Other demersal invertebrates,16.09121706
2017,Miscellaneous marine crustaceans,Shrimps,326.3522803
2017,Miscellaneous aquatic invertebrates,Other demersal invertebrates,32.5753876
2017,Elasmobranchii,Large sharks (>=90 cm),85.99161088
2017,Elasmobranchii,Large sharks (>=90 cm),130.3015504
2017,Chondrichthyes,Large sharks (>=90 cm),839.1778206
2017,Cephalopoda,Cephalopods,444.6858993
2017,Bivalvia,Other demersal invertebrates,130.3015504
2017,Scombroidea,Large pelagics (>=90 cm),488.630814
2017,Pleuronectiformes,Small to medium flatfishes (<90 cm),2271.552694
2017,Pleuronectiformes,Small to medium flatfishes (<90 cm),368.9398407
2017,Teuthida,Cephalopods,4195.889104
2017,Teuthida,Cephalopods,842.0432553
2017,Sepiida,Cephalopods,352.3380147
2017,Octopoda,Cephalopods,21160.80787
2017,Octopoda,Cephalopods,2019.476621
2017,Dendrobranchiata,Shrimps,2412.42084
2017,Gadidae,Medium demersals (30 - 89 cm),187.864861
2017,Haemulidae,Medium demersals (30 - 89 cm),187.864861
2017,Sparidae,Medium benthopelagics (30 - 89 cm),368.0478457
2017,Sciaenidae,Medium demersals (30 - 89 cm),488.0844307
2017,Sciaenidae,Medium demersals (30 - 89 cm),187.864861
2017,Trichiuridae,Large benthopelagics (>=90 cm),187.864861
2017,Scombridae,Medium pelagics (30 - 89 cm),953.9060379
2017,Soleidae,Small to medium flatfishes (<90 cm),32.5753876
2017,Peristediidae,Medium bathydemersals (30 - 89 cm),1597.798018
2017,Sepiidae,Cephalopods,11506.38583
2017,Palinuridae,"Lobsters, crabs",147.329987
2017,Palinuridae,"Lobsters, crabs",488.630814
2017,Scyllaridae,"Lobsters, crabs",78.83446675
2017,Cardiidae,Other demersal invertebrates,31.93042102
2017,Lophius,Medium bathydemersals (30 - 89 cm),273.5512917
2017,Trachinus,Medium demersals (30 - 89 cm),407.5268062
2017,Alosa,Medium pelagics (30 - 89 cm),1
2017,Epinephelus,Medium reef assoc. fish (30 - 89 cm),89.17341321
2017,Epinephelus,Medium reef assoc. fish (30 - 89 cm),260.6031008
2017,Gymnothorax,Large reef assoc. fish (>=90 cm),41.35578583
2017,Caranx,Medium reef assoc. fish (30 - 89 cm),1018.367276
2017,Caranx,Medium reef assoc. fish (30 - 89 cm),949.2300278
2017,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),1082.143063
2017,Scomberomorus,Large pelagics (>=90 cm),3055.10183
2017,Scomberomorus,Large pelagics (>=90 cm),3259.178963
2017,Merluccius,Medium bathydemersals (30 - 89 cm),187.864861
2017,Trachurus,Medium pelagics (30 - 89 cm),12050.47289
2017,Pagrus,Medium benthopelagics (30 - 89 cm),113.728411
2017,Pagellus,Medium benthopelagics (30 - 89 cm),32.5753876
2017,Auxis,Medium pelagics (30 - 89 cm),357.5552316
2017,Dicentrarchus,Large demersals (>=90 cm),22.40105066
2017,Liza,Medium pelagics (30 - 89 cm),1107.12885
2017,Phycis,Medium benthopelagics (30 - 89 cm),168.4386694
2017,Loligo,Cephalopods,32.5753876
2017,Sepia,Cephalopods,162.8769381
2017,Donax,Other demersal invertebrates,2.202098001
2017,Argentina sphyraena,Medium pelagics (30 - 89 cm),198.5939299
2017,Merluccius merluccius,Large demersals (>=90 cm),2325.832163
2017,Dicentrarchus labrax,Large demersals (>=90 cm),32.5753876
2017,Engraulis encrasicolus,Small pelagics (<30 cm),7392.777506
2017,Engraulis encrasicolus,Small pelagics (<30 cm),2038.740355
2017,Orcynopsis unicolor,Large pelagics (>=90 cm),193.8552461
2017,Sarda sarda,Medium pelagics (30 - 89 cm),4511.226972
2017,Boops boops,Medium demersals (30 - 89 cm),1584.012755
2017,Sarpa salpa,Medium benthopelagics (30 - 89 cm),73.23420407
2017,Bothus podas,Small to medium flatfishes (<90 cm),43.94052244
2017,Conger conger,Large demersals (>=90 cm),558.3031087
2017,Conger conger,Large demersals (>=90 cm),325.753876
2017,Pomatomus saltatrix,Large pelagics (>=90 cm),359.2783893
2017,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1394.034614
2017,Argyrosomus regius,Large benthopelagics (>=90 cm),32.5753876
2017,Pagellus bellottii,Medium demersals (30 - 89 cm),42.64815414
2017,Solea solea,Small to medium flatfishes (<90 cm),1354.832775
2017,Hexanchus griseus,Large sharks (>=90 cm),20.67789292
2017,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),29.29368163
2017,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2017,Isurus oxyrinchus,Large sharks (>=90 cm),296.8139212
2017,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),214.1023496
2017,Pagellus acarne,Medium benthopelagics (30 - 89 cm),242.1036629
2017,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),443.2823293
2017,Sphyrna zygaena,Large sharks (>=90 cm),21.53947179
2017,Sardinella aurita,Small pelagics (<30 cm),9.046578151
2017,Sardinella maderensis,Medium pelagics (30 - 89 cm),10476.36829
2017,Sparus aurata,Medium demersals (30 - 89 cm),103.3894646
2017,Trichiurus lepturus,Large benthopelagics (>=90 cm),2246.997697
2017,Mullus surmuletus,Medium demersals (30 - 89 cm),456.0554264
2017,Sardina pilchardus,Small pelagics (<30 cm),403715.1812
2017,Sardina pilchardus,Small pelagics (<30 cm),7851.611701
2017,Sardina pilchardus,Small pelagics (<30 cm),44683.95145
2017,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),1791.653263
2017,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),296.8139212
2017,Zeus faber,Medium benthopelagics (30 - 89 cm),538.4867945
2017,Diplodus sargus sargus,Medium demersals (30 - 89 cm),854.6862403
2017,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),32.5753876
2017,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),494.1154827
2017,Umbrina canariensis,Medium demersals (30 - 89 cm),706.4946746
2017,Parapenaeus longirostris,Shrimps,102.9998964
2017,Homarus gammarus,"Lobsters, crabs",31.01683937
2017,Nephrops norvegicus,"Lobsters, crabs",0.430789436
2017,Maja squinado,"Lobsters, crabs",8.61578872
2017,Chamelea gallina,Other demersal invertebrates,37.43566601
2017,Callista chione,Other demersal invertebrates,23.12202901
2017,Acanthocardia tuberculata,Other demersal invertebrates,15.41468601
2018,Miscellaneous marine crustaceans,Shrimps,330.4989203
2018,Miscellaneous aquatic invertebrates,Other demersal invertebrates,28.8439302
2018,Elasmobranchii,Large sharks (>=90 cm),87.08422234
2018,Elasmobranchii,Large sharks (>=90 cm),115.3757208
2018,Chondrichthyes,Large sharks (>=90 cm),1793.807209
2018,Cephalopoda,Cephalopods,450.3360889
2018,Bivalvia,Other demersal invertebrates,115.3757208
2018,Scombroidea,Large pelagics (>=90 cm),432.658953
2018,Pleuronectiformes,Small to medium flatfishes (<90 cm),2188.841121
2018,Pleuronectiformes,Small to medium flatfishes (<90 cm),373.6275991
2018,Teuthida,Cephalopods,2536.918987
2018,Teuthida,Cephalopods,852.7422769
2018,Sepiida,Cephalopods,356.8148299
2018,Octopoda,Cephalopods,16277.37883
2018,Octopoda,Cephalopods,2045.136137
2018,Dendrobranchiata,Shrimps,2692.433973
2018,Gadidae,Medium demersals (30 - 89 cm),190.2518763
2018,Haemulidae,Medium demersals (30 - 89 cm),190.2518763
2018,Sparidae,Medium benthopelagics (30 - 89 cm),372.7242702
